"nome","data_inicio","escritorio","area","tipo","palavras_chaves","origem","iniciais_originadores","valor_da_transacao","valor_fee_sucesso","valor_fee_mensal","expectativa_fechamento","status_atual","data_conclusao_conforme_status","qtde_negocios_com_o_cliente","ult_interacao","interesse(target)"
negocio1179,"29/10/2019",Araujo Fontes Goiânia,Consultoria,Projeto,Roan Alimentos,,FP,,,,"31/12/1969",Inativo,,5,"05/12/2019","5"
negocio1180,"29/10/2019",Araujo Fontes Goiânia,Consultoria,Projeto,Meta LImpeza,,FP,,,,"31/12/2020",Concluído sem sucesso,"03/08/2020",2,"31/07/2020","1"
negocio1181,"29/10/2019",Araujo Fontes Goiânia,Consultoria,Proposta,Grupo Interativa,,FP,,,,"31/12/1969",Concluído sem sucesso,"28/11/2019",1,"27/11/2019","5"
negocio1182,"29/10/2019",Araujo Fontes Goiânia,Consultoria,Lead,TEKTRON,,FP,,,,"31/12/1969",Concluído sem sucesso,"28/11/2019",3,"27/11/2019","5"
negocio1183,"27/10/2019",Araujo Fontes BH,Gestão de Recursos,Projeto,"family office,fundo,Santana",,"EF,RC",,,,"31/12/2019",Ativo,,8,"14/04/2020","5"
negocio1184,"30/10/2019",,Gestão de Recursos,Lead,gestão de ativos,,"PL,RC",,,,"31/12/2019",Ativo,,3,"30/10/2019","5"
negocio1185,"30/10/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"21/10/2020",
negocio1186,"30/10/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"17/10/2019",
negocio1187,"30/10/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"17/10/2019",
negocio1188,"30/10/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"28/09/2021",
negocio1189,"30/10/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"21/10/2020",
negocio1190,"30/10/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"22/10/2019",
negocio1191,"30/10/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"30/10/2019",
negocio1192,"30/10/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,6,"30/08/2021",
negocio1193,"30/10/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"17/01/2020",
negocio1194,"30/10/2019",,Dívida Captação,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"30/12/2019",2,"29/11/2019",
negocio1195,"30/10/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"31/08/2021",
negocio1196,"06/11/2019",,Consultoria,Lead,embalagens plásticas,,GE,,,,"04/12/2019",Concluído sem sucesso,"16/05/2020",1,"25/10/2019","1"
negocio1197,"31/10/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"07/11/2019",
negocio1198,"01/11/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"05/11/2019",
negocio1199,"01/11/2019",Araujo Fontes BH,Gestão de Recursos,Lead,gestão,,RC,,,,,Ativo,,2,"01/11/2019","1"
negocio1200,"01/11/2019",,Gestão de Recursos,Lead,distribução de fundos,,RC,,,,,Ativo,,2,"01/11/2019","1"
negocio1201,"01/11/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"23/11/2020",
negocio1202,"01/11/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"21/11/2019",
negocio1203,"21/09/2019",Araujo Fontes BH,M&A Sell Side,Projeto,"GSM,JDL,Semil",,MA,70000000.00,,,"25/10/2019",Concluído com sucesso,"25/10/2019",2,"22/11/2019","1"
negocio1204,"11/10/2019",Araujo Fontes BH,Dívida Reperfilamento,Projeto,cimentos,,LT,822405894.00,4112029.47,600000.00,"30/07/2020",Concluído com sucesso,"15/02/2021",6,"05/03/2021","1"
negocio1205,"03/11/2019",,Projetos Internos,Projeto,,,TF,,,,"29/11/2019",Concluído sem sucesso,"06/12/2019",1,"05/11/2019",
negocio1206,"05/11/2019",Araujo Fontes BH,Assessoria Estratégica,Projeto,"clínicas,nefrologia",,EF,100000000.00,1000000.00,,"31/07/2020",Ativo,,7,"21/01/2022","1"
negocio1207,"04/11/2019",Araujo Fontes BH,M&A Sell Side,Projeto,,,"GE,MA",700000000.00,14000000.00,,"15/12/2022",Ativo,,2,"12/02/2021","1"
negocio1208,"05/11/2019",Araujo Fontes BH,Imobiliário,Projeto,"BTS,imobiliário,varejo",,DU,28000000.00,4200000.00,,"31/03/2022",Ativo,,2,"24/05/2021","4"
negocio1209,"05/11/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"25/09/2020",
negocio1210,"03/11/2019",Araujo Fontes BH,M&A Sell Side,Proposta,tecnologia,,RC,30000000.00,1200000.00,,"31/01/2020",Concluído sem sucesso,"28/01/2020",2,"17/01/2020","1"
negocio1211,"27/10/2019",Araujo Fontes BH,M&A Buy Side,Proposta,"Indústria,Químicos,reciclagem",,FS,,,,"15/11/2019",Concluído sem sucesso,"16/04/2020",3,"17/02/2020","5"
negocio1212,"06/11/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"18/11/2019",
negocio1213,"05/10/2019",,M&A Sell Side,Projeto,,,AR,20000000.00,600000.00,,"07/10/2020",Inativo,,3,"05/11/2019","3"
negocio1214,"06/11/2019",Araujo Fontes BH,Dívida Captação,Proposta,CRI,,FB,20000000.00,500000.00,,"28/02/2020",Concluído sem sucesso,"11/11/2020",1,"30/10/2020","3"
negocio1215,"05/11/2019",Araujo Fontes BH,Dívida Reperfilamento,Projeto,,,LT,21400000.00,535000.00,75000.00,"31/01/2022",Concluído com sucesso,"20/05/2021",6,"03/01/2022","1"
negocio1216,"06/11/2019",Araujo Fontes BH,Assessoria Estratégica,Proposta,,,MF,,,,"30/11/2019",Concluído sem sucesso,"29/11/2019",1,"08/11/2019","2"
negocio1217,"04/11/2019",Araujo Fontes BH,Dívida Captação,Proposta,"Cerâmica,Revestimentos",,LT,200000000.00,4000000.00,,"26/06/2020",Concluído sem sucesso,"30/04/2020",1,"30/04/2020","1"
negocio1218,"07/11/2019",,Gestão de Recursos,Lead,gestão de ativos,,RC,,,,"20/12/2019",Ativo,,2,"20/12/2019","1"
negocio1219,"27/03/2020",,Gestão de Recursos,Lead,gestão,,RC,,,,,Ativo,,1,"29/10/2021","1"
negocio1220,"07/11/2019",,Gestão de Recursos,Lead,"CRI,fundos de cris,recebíveis",,RC,,,,"03/04/2020",Ativo,,2,"13/12/2019","1"
negocio1221,"07/11/2019",,Gestão de Recursos,Lead,"gestão,renda variável",,RC,,,,"30/04/2020",Ativo,,2,"07/11/2019","1"
negocio1222,"07/11/2019",,M&A Sell Side,Lead,"ECM,IPO",,RC,,,,"31/12/2020",Concluído sem sucesso,"23/01/2020",0,"23/01/2020","1"
negocio1223,"07/11/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"23/11/2020",
negocio1224,"07/11/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,2,"31/03/2020",
negocio1225,"08/11/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,2,"08/11/2019",
negocio1226,"08/11/2019",,Gestão de Recursos,Lead,gestão,,RC,,,,,Ativo,,8,"03/12/2019","1"
negocio1227,"08/11/2019",,Imobiliário,Lead,"Fornecedor Fiat,imobiliário",,RC,,,,"31/01/2020",Concluído sem sucesso,"23/01/2020",2,"26/02/2020","1"
negocio1228,"08/11/2019",,Imobiliário,Lead,,,RC,,,,,Concluído sem sucesso,"23/01/2020",2,"25/11/2019",
negocio1229,"08/11/2019",Araujo Fontes BH,Projetos Internos,Lead,"distribução de fundos,gestão",,RC,,,,"06/12/2019",Concluído sem sucesso,"23/01/2020",1,"25/11/2019","1"
negocio1230,"07/10/2019",Araujo Fontes Rib. Preto,Dívida Reperfilamento,Projeto,,,AR,50000000.00,1500000.00,240000.00,"31/01/2020",Concluído sem sucesso,"03/12/2019",3,"13/11/2019","1"
negocio1231,"11/11/2019",Araujo Fontes Rib. Preto,Dívida Captação,Pré-Lead,,,AR,100000000.00,3400000.00,288000.00,"20/12/2019",Concluído sem sucesso,"21/01/2020",3,"16/10/2019","3"
negocio1232,"09/11/2019",,Seguros,Pré-Lead,,,AR,,,,,Ativo,,1,"17/10/2019",
negocio1233,"11/11/2019",Araujo Fontes BH,M&A Sell Side,Lead,Moda,,"EF,LC",,,,"30/11/2020",Concluído sem sucesso,"29/01/2020",2,"27/01/2020","2"
negocio1234,"11/11/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"31/08/2021",
negocio1235,"11/11/2019",,Projetos Internos,Pré-Lead,"mineração,Private Equity",,"MA,MA",,,,"29/11/2019",Concluído sem sucesso,"13/05/2020",6,"10/12/2019","3"
negocio1238,"04/11/2019",Araujo Fontes São Paulo,M&A Sell Side,Lead,"alimentos,doces,franquia",,RC,,,,"13/12/2019",Concluído sem sucesso,"21/02/2020",1,"13/11/2019","3"
negocio1239,"10/11/2019",Araujo Fontes BH,Consultoria,Projeto,societário,,GE,,,165000.00,"31/08/2020",Inativo,,5,"23/11/2020","5"
negocio1240,"14/11/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,2,"21/11/2019",
negocio1241,"18/11/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"22/11/2019",
negocio1242,"18/11/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"03/02/2020",
negocio1243,"18/11/2019",Araujo Fontes BH,Gestão de Recursos,Lead,"gestão,plataforma",,RC,,,,"31/01/2020",Concluído sem sucesso,"02/12/2019",1,"02/12/2019","3"
negocio1244,"19/11/2019",,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"19/11/2019",
negocio1245,"19/11/2019",,Dívida Captação,Pré-Lead,,,EP,,,,,Concluído sem sucesso,"30/08/2020",3,"07/05/2020",
negocio1247,"20/11/2019",Araujo Fontes BH,Consultoria,Lead,Supernosso,,Gd,,,,"30/06/2020",Concluído sem sucesso,"23/01/2020",4,"23/01/2020","3"
negocio1248,"20/11/2019",Araujo Fontes BH,Imobiliário,Projeto,,,EF,,,,"31/12/2020",Inativo,,3,"03/09/2020","2"
negocio1249,"18/11/2019",Araujo Fontes BH,Dívida Captação,Proposta,,,LT,50000000.00,1000000.00,240000.00,"26/06/2020",Concluído sem sucesso,"30/04/2020",3,"30/04/2020","1"
negocio1250,"21/11/2019",,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"16/01/2020",
negocio1251,"21/11/2019",,Assessoria Estratégica,Pré-Lead,,,EP,,,,,Ativo,,1,"20/11/2019",
negocio1253,"21/11/2019",Araujo Fontes BH,Consultoria,Projeto,"angra,robert",,EF,,,30912.50,"31/01/2020",Ativo,,2,"22/06/2020","4"
negocio1254,"22/11/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"06/12/2019",Ativo,,1,"22/11/2019","1"
negocio1255,"22/11/2019",Araujo Fontes BH,Gestão de Recursos,Lead,"fundo de fundos,gestão",,RC,,,,"31/12/2019",Ativo,,1,"23/01/2020","1"
negocio1256,"22/11/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"31/12/2019",Ativo,,2,"27/02/2020","1"
negocio1258,"18/11/2019",Araujo Fontes BH,Imobiliário,Lead,,,TM,,,,,Concluído sem sucesso,"19/10/2020",2,"05/03/2020",
negocio1259,"28/10/2019",Araujo Fontes BH,Imobiliário,Projeto,,,TM,8000000.00,300000.00,,"01/11/2019",Concluído com sucesso,"01/11/2019",2,"22/11/2019",
negocio1260,"22/11/2019",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,Gd,,,,,Concluído sem sucesso,"23/01/2020",3,"21/01/2020","4"
negocio1261,"24/11/2019",Araujo Fontes Rib. Preto,Dívida Captação,Proposta,,,AR,100000000.00,3400000.00,288000.00,"13/12/2019",Concluído sem sucesso,"30/12/2020",3,"12/05/2020","3"
negocio1262,"25/11/2019",Araujo Fontes BH,M&A Sell Side,Lead,Plamheg,,Gd,,,,"30/10/2020",Concluído sem sucesso,"12/02/2020",1,"25/11/2019","3"
negocio1264,"25/11/2019",Araujo Fontes BH,Imobiliário,Lead,,,TM,,,,"28/02/2020",Concluído sem sucesso,"19/10/2020",1,"06/03/2020","4"
negocio1265,"25/11/2019",Araujo Fontes BH,M&A Buy Side,Lead,,,Gd,,,,"31/07/2020",Inativo,,1,"13/01/2020",
negocio1266,"25/11/2019",Araujo Fontes BH,Gestão de Recursos,Lead,gestão,,RC,,,,"31/03/2020",Ativo,,1,"25/11/2019","3"
negocio1267,"25/11/2019",Araujo Fontes BH,Dívida Captação,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"26/03/2020",1,"07/05/2018",
negocio1268,"21/11/2019",Araujo Fontes BH,M&A Sell Side,Projeto,"Hospitais,Saúde",,EF,5000000000.00,1216805.16,453678.96,"30/11/2020",Concluído com sucesso,"15/04/2021",8,"15/03/2021","1"
negocio1269,"25/11/2019",Araujo Fontes BH,Imobiliário,Lead,"FII,gestão,imobiliário",,EF,,,,"30/06/2020",Concluído sem sucesso,"17/04/2020",2,"30/12/2019","1"
negocio1270,"26/11/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"31/03/2020",Ativo,,2,"06/12/2019",
negocio1271,"28/11/2019",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,2,"29/11/2019",
negocio1272,"29/11/2019",Araujo Fontes BH,M&A Sell Side,Pré-Lead,Liserve,,Gd,,,,"01/10/2020",Concluído sem sucesso,"06/01/2020",1,"02/12/2019","3"
negocio1273,"29/11/2019",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,DU,,,,"31/12/2020",Inativo,,1,"16/03/2020","5"
negocio1274,"28/11/2019",Araujo Fontes BH,Imobiliário,Proposta,"BTS,imobiliário",,DU,,,,"31/03/2020",Concluído sem sucesso,"22/02/2021",3,"22/02/2021","5"
negocio1275,"28/11/2019",Araujo Fontes BH,Imobiliário,Proposta,"BTS,imobiliário",,DU,,,,"30/12/2020",Concluído sem sucesso,"22/02/2021",3,"04/03/2020","5"
negocio1276,"02/12/2019",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,"corretora,plataforma",,RC,,,,"30/04/2020",Ativo,,1,"02/12/2019","3"
negocio1277,"02/12/2019",Araujo Fontes Goiânia,Dívida Captação,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"30/12/2019",1,"30/11/2019",
negocio1278,"09/01/2020",Araujo Fontes BH,M&A Sell Side,Proposta,Perphil,,Gd,,,,"29/12/2020",Concluído sem sucesso,"11/01/2021",1,"02/09/2020","3"
negocio1279,"03/12/2019",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"05/12/2019",
negocio1280,"04/12/2019",Araujo Fontes BH,M&A Sell Side,Proposta,HTI,,Gd,,,,"30/12/2020",Concluído sem sucesso,"10/06/2020",1,"29/01/2020","1"
negocio1281,"05/12/2019",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,"HM,MA",,,,,Ativo,,1,"04/12/2019",
negocio1282,"05/12/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,,Ativo,,1,"05/12/2019","1"
negocio1283,"26/10/2019",Araujo Fontes BH,Consultoria,Projeto,Boticário,,RL,2000000.00,20000.00,,"13/12/2019",Concluído com sucesso,"14/02/2020",2,"19/12/2019","5"
negocio1284,"05/12/2019",Araujo Fontes BH,M&A Sell Side,Proposta,"Fidelidade,start up",,MA,100000000.00,4000000.00,90000.00,"31/07/2020",Concluído sem sucesso,"16/12/2019",1,"16/12/2019","2"
negocio1285,"05/12/2019",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,RC,,,,,Ativo,,1,"03/12/2019",
negocio1286,"05/12/2019",Araujo Fontes BH,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"23/11/2020",
negocio1287,"04/12/2019",Araujo Fontes Goiânia,M&A Buy Side,Proposta,,,FP,,,,"15/01/2020",Concluído sem sucesso,"11/03/2020",1,"09/12/2019","5"
negocio1288,"04/12/2019",Araujo Fontes Goiânia,Seguros,Proposta,,,FP,,,,"11/12/2019",Concluído sem sucesso,"12/12/2019",4,"11/12/2019","5"
negocio1289,"04/12/2019",Araujo Fontes BH,Gestão de Recursos,Lead,gestão de ativos,,RC,,,,"31/03/2020",Ativo,,2,"27/02/2020","1"
negocio1290,"04/12/2019",Araujo Fontes BH,Gestão de Recursos,Lead,gestão,,RC,,,,"31/03/2020",Ativo,,2,"06/12/2019",
negocio1291,"10/12/2019",Araujo Fontes Goiânia,Assessoria Estratégica,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"23/06/2020",2,"22/06/2020",
negocio1292,"11/12/2019",Araujo Fontes Goiânia,Dívida Captação,Proposta,,,FP,,,,"29/05/2020",Concluído sem sucesso,"27/05/2020",1,"27/05/2020","5"
negocio1293,"11/12/2019",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"17/01/2020",
negocio1295,"12/12/2019",Araujo Fontes BH,Imobiliário,Pré-Lead,,,GE,300000000.00,6000000.00,360000.00,"31/12/2020",Concluído sem sucesso,"09/07/2020",1,"17/01/2020","1"
negocio1296,"05/12/2019",Araujo Fontes BH,Dívida Captação,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"26/03/2020",1,"27/01/2020",
negocio1297,"26/11/2019",Araujo Fontes BH,Consultoria,Projeto,Colombo,,"AR,LT",50000000.00,200000.00,100000.00,"31/07/2020",Concluído com sucesso,"23/06/2020",3,"23/06/2020","1"
negocio1298,"12/12/2019",Araujo Fontes Rib. Preto,Assessoria Estratégica,Proposta,,,AR,50000000.00,1500000.00,216000.00,,Concluído sem sucesso,"07/04/2021",2,"31/07/2020",
negocio1299,"13/12/2019",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,,Inativo,,1,"26/11/2020",
negocio1300,"23/10/2019",Araujo Fontes BH,M&A Sell Side,Projeto,"Cemiterio,Funerária",,MA,90000000.00,1350000.00,126000.00,"30/12/2020",Concluído sem sucesso,"15/04/2021",2,"10/11/2020","1"
negocio1301,"15/12/2019",Araujo Fontes BH,M&A Sell Side,Proposta,"Pescados,varejo",,LT,,,,"30/12/2020",Ativo,,1,"10/03/2020","1"
negocio1302,"11/12/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,,Ativo,,2,"16/12/2019","1"
negocio1303,"16/12/2019",Araujo Fontes Goiânia,Assessoria Estratégica,Lead,,,"FP,SC",,,,,Concluído sem sucesso,"19/11/2021",1,"08/10/2021","3"
negocio1304,"16/12/2019",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"20/12/2019",
negocio1305,"17/12/2019",Araujo Fontes BH,Consultoria,Lead,,,EF,,,,"29/02/2020",Concluído sem sucesso,"09/07/2020",1,"17/12/2019","1"
negocio1306,"17/12/2019",Araujo Fontes BH,M&A Sell Side,Lead,fundo soberano,,FB,,,,,Ativo,,11,"24/03/2021","1"
negocio1307,"12/12/2019",Araujo Fontes BH,M&A Sell Side,Projeto,hotel,,Gd,100000000.00,2000000.00,232000.00,"10/12/2020",Concluído sem sucesso,"31/03/2020",1,"24/03/2020","2"
negocio1308,"16/12/2019",Araujo Fontes BH,Dívida Captação,Proposta,"informática,tecnologia",,"EF,RC",40000000.00,800000.00,80000.00,"29/05/2020",Concluído sem sucesso,"07/04/2020",1,"25/12/2019","1"
negocio1309,"02/12/2019",Araujo Fontes BH,Dívida Captação,Proposta,,,"LT,MF",,,,"18/01/2020",Ativo,,1,"02/10/2020","1"
negocio1310,"17/12/2019",Araujo Fontes BH,Dívida Captação,Proposta,,,BH,50000000.00,1150000.00,,"31/03/2020",Concluído sem sucesso,"19/07/2020",1,"19/07/2020","1"
negocio1311,"16/12/2019",Araujo Fontes BH,Imobiliário,Pré-Lead,,,DU,,,,,Concluído sem sucesso,"22/02/2021",1,"16/12/2019",
negocio1313,"17/12/2019",Araujo Fontes BH,Imobiliário,Proposta,"Fundo de Pensão,imobiliário,shopping",,DU,86000000.00,860000.00,,"31/10/2020",Concluído sem sucesso,"11/08/2020",3,"18/12/2019","5"
negocio1314,"17/12/2019",Araujo Fontes BH,Imobiliário,Proposta,"Fundo de Pensão,imobiliário,shopping",,DU,185000000.00,1850000.00,,"31/10/2020",Inativo,,3,"19/12/2019","5"
negocio1315,"17/12/2019",Araujo Fontes BH,Imobiliário,Proposta,"Fundo de Pensão,imobiliário,shopping",,DU,90000000.00,900000.00,,"31/12/2020",Ativo,,3,"18/12/2019","5"
negocio1316,"17/12/2019",Araujo Fontes BH,Imobiliário,Proposta,"imobiliário,shopping",,DU,315000000.00,3150000.00,,"30/06/2020",Concluído sem sucesso,"11/08/2020",1,"11/08/2020","5"
negocio1317,"18/12/2019",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,MA,,,,,Concluído sem sucesso,"13/12/2020",1,"17/12/2019","1"
negocio1318,"18/12/2019",Araujo Fontes BH,Imobiliário,Pré-Lead,,,MA,,,,,Ativo,,1,"17/12/2019",
negocio1319,"18/12/2019",Araujo Fontes Goiânia,Dívida Captação,Lead,,,FP,,,,"28/02/2020",Concluído sem sucesso,"10/06/2020",2,"14/02/2020","1"
negocio1320,"18/12/2019",Araujo Fontes BH,Imobiliário,Lead,"imobiliário,Logística,Portos",,DU,45000000.00,1800000.00,,"30/06/2020",Concluído sem sucesso,"22/02/2021",1,"22/02/2021","3"
negocio1321,"17/12/2019",Araujo Fontes BH,Imobiliário,Proposta,"BTS,Educação,imobiliário",,DU,150000000.00,15000000.00,600000.00,"31/07/2020",Concluído sem sucesso,"22/02/2021",2,"22/02/2021","5"
negocio1322,"18/12/2019",Araujo Fontes BH,Imobiliário,Lead,"BTS,imobiliário",,DU,20000000.00,2000000.00,1680000.00,"31/12/2020",Ativo,,2,"13/03/2020","5"
negocio1323,"18/12/2019",Araujo Fontes Goiânia,Assessoria Estratégica,Lead,,,FP,,,,"28/02/2020",Concluído sem sucesso,"10/06/2020",2,"14/01/2020","3"
negocio1324,"09/12/2019",Araujo Fontes BH,M&A Sell Side,Lead,"Coco,Fit,Indústria de Alimentos",,RC,,,,"07/02/2020",Concluído sem sucesso,"21/02/2020",1,"20/12/2019","3"
negocio1325,"05/12/2019",Araujo Fontes BH,Dívida Captação,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"26/03/2020",2,"05/12/2019",
negocio1326,"11/12/2019",Araujo Fontes BH,Imobiliário,Projeto,,,TM,2400000.00,121920.00,,"20/12/2019",Concluído com sucesso,"13/01/2020",1,"19/12/2019","5"
negocio1327,"19/12/2019",Araujo Fontes BH,Dívida Captação,Pré-Lead,CRI,,FB,,,,,Concluído sem sucesso,"26/03/2020",1,"26/03/2020","2"
negocio1328,"19/12/2019",Araujo Fontes BH,M&A Sell Side,Projeto,"distressed,Hospital,Saúde",,FB,50000000.00,2000000.00,,"30/04/2021",Concluído sem sucesso,"19/11/2020",1,"02/10/2020","2"
negocio1329,"23/12/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,,Ativo,,1,"23/12/2019","1"
negocio1330,"23/12/2019",Araujo Fontes BH,Gestão de Recursos,Lead,gestão,,RC,,,,"28/02/2020",Ativo,,1,"23/12/2019","3"
negocio1331,"01/10/2019",Araujo Fontes BH,Gestão de Recursos,Lead,gestão,,"EF,RC",,,,"31/01/2020",Ativo,,2,"23/12/2019","1"
negocio1332,"16/09/2019",Araujo Fontes São Paulo,M&A Buy Side,Proposta,,,RC,,,,,Concluído sem sucesso,,1,"18/09/2019","4"
negocio1333,"12/09/2019",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,,1,"18/01/2022","2"
negocio1334,"25/12/2019",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,,2,"19/08/2019",
negocio1335,"25/12/2019",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,,2,"17/09/2019",
negocio1336,"10/12/2019",Araujo Fontes São Paulo,Dívida Captação,Lead,,,RC,,,,,Concluído sem sucesso,,1,"13/12/2019","1"
negocio1337,"06/12/2019",Araujo Fontes São Paulo,Dívida Captação,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"07/04/2020",2,"22/01/2020","4"
negocio1338,"12/11/2019",Araujo Fontes São Paulo,M&A Sell Side,Proposta,,,RC,,,,,Concluído sem sucesso,"25/11/2020",2,"12/07/2021","3"
negocio1339,"06/12/2019",Araujo Fontes São Paulo,Dívida Captação,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"12/06/2020",1,"14/01/2020","1"
negocio1340,"26/12/2019",Araujo Fontes BH,M&A Sell Side,Proposta,"gestão,Saúde,tecnologia",,EF,,,,"21/12/2020",Ativo,,1,"05/11/2021","2"
negocio1341,"26/12/2019",Araujo Fontes BH,Gestão de Recursos,Institucional,"gestão,research",,"RC,TF",,,,"28/02/2020",Inativo,,2,"26/12/2019","3"
negocio1342,"27/12/2019",Araujo Fontes BH,Projetos Internos,Lead,research,,"RC,TF",,,,,Concluído sem sucesso,"23/01/2020",2,"26/12/2019","3"
negocio1343,"27/12/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,"EF,RC",,,,,Ativo,,1,"27/12/2019",
negocio1344,"14/12/2019",Araujo Fontes Rib. Preto,Dívida Captação,Pré-Lead,,,AR,,,,,Ativo,,1,"14/12/2019",
negocio1345,"03/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"23/11/2020",
negocio1346,"05/01/2020",Araujo Fontes São Paulo,M&A Buy Side,Proposta,,,RC,,,,,Concluído sem sucesso,"07/04/2020",2,"20/02/2020","4"
negocio1347,"05/01/2020",Araujo Fontes BH,Imobiliário,Proposta,BTS,,"BH,DU",,,,"31/03/2020",Concluído sem sucesso,"29/01/2020",1,"08/01/2020","1"
negocio1348,"06/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"23/01/2020",
negocio1349,"06/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"07/01/2020",
negocio1350,"07/01/2020",Araujo Fontes Goiânia,Dívida Captação,Proposta,,,FP,,,,"30/09/2020",Concluído sem sucesso,"10/03/2021",1,"21/01/2021","3"
negocio1351,"07/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"31/08/2021",
negocio1352,"07/01/2020",Araujo Fontes São Paulo,Imobiliário,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"10/06/2020",1,"07/01/2020","2"
negocio1353,"07/01/2020",Araujo Fontes São Paulo,Assessoria Estratégica,Institucional,,,RC,,,,,Concluído sem sucesso,"10/02/2021",1,"21/05/2021","2"
negocio1354,"08/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"09/01/2020",
negocio1355,"08/01/2020",Araujo Fontes Rib. Preto,Dívida Captação,Proposta,,,AR,35000000.00,875000.00,108000.00,"27/01/2020",Concluído sem sucesso,"05/03/2020",2,"20/01/2020","5"
negocio1356,"08/01/2020",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,RC,,,,"31/03/2020",Ativo,,1,"10/01/2020","1"
negocio1357,"08/01/2020",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"28/02/2020",Ativo,,3,"27/02/2020","1"
negocio1358,"08/01/2020",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"31/03/2020",Ativo,,1,"10/01/2020","3"
