"nome","data_inicio","escritorio","area","tipo","palavras_chaves","origem","iniciais_originadores","valor_da_transacao","valor_fee_sucesso","valor_fee_mensal","expectativa_fechamento","status_atual","data_conclusao_conforme_status","qtde_negocios_com_o_cliente","ult_interacao","interesse(target)"
negocio1876,"10/06/2021",Araujo Fontes BH,M&A Buy Side,Proposta,primaz,,EF,,,,"29/12/2021",Concluído sem sucesso,"10/08/2021",2,"21/06/2021","3"
negocio1877,"10/06/2021",Araujo Fontes BH,M&A Sell Side,Proposta,Transpedrosa,Interno,#,,,,"30/03/2022",Ativo,,2,"11/06/2021","1"
negocio1878,"12/06/2021",Araujo Fontes BH,Gestão de Recursos,Projeto,,,ED,,,80952.13,"31/12/2033",Ativo,,29,"14/06/2021",
negocio1879,"15/06/2021",Araujo Fontes BH,Dívida Captação,Lead,"captação,Construção,engenharia",,EF,,,,"15/12/2021",Concluído sem sucesso,"07/02/2022",1,"23/06/2021","2"
negocio1880,"03/06/2021",Araujo Fontes Rib. Preto,Dívida Captação,Projeto,,,AR,74371428.57,1301500.00,60000.00,"27/12/2021",Ativo,,3,"21/01/2022","5"
negocio1881,"21/06/2021",Araujo Fontes BH,Imobiliário,Pré-Lead,,,PC,,,,,Ativo,,1,"21/06/2021",
negocio1882,"20/06/2021",Araujo Fontes BH,M&A Sell Side,Proposta,Convaço,,Gd,,,,"27/02/2022",Concluído sem sucesso,"17/11/2021",1,"22/06/2021","3"
negocio1883,"25/06/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,AC,,,,,Ativo,,1,"07/01/2022","3"
negocio1884,"30/03/2021",Araujo Fontes BH,Dívida Captação,Projeto,magnum divida,,EM,60000000.00,600000.00,180000.00,"17/12/2021",Concluído com sucesso,"29/12/2021",3,"20/12/2021","5"
negocio1885,"26/06/2021",Araujo Fontes BH,M&A Buy Side,Projeto,Grano,,"EF,HM",200000.00,1000000.00,72000.00,"31/10/2021",Concluído sem sucesso,"25/10/2021",11,"25/10/2021","1"
negocio1886,"23/06/2021",Araujo Fontes BH,Dívida Captação,Lead,,,MA,,,,"25/06/2022",Ativo,,1,"05/11/2021",
negocio1887,"25/06/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,"25/06/2022",Concluído sem sucesso,"18/08/2021",3,"18/08/2021",
negocio1888,"25/06/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,"25/06/2022",Ativo,,10,"29/06/2021",
negocio1889,"28/06/2021",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,"28/06/2022",Ativo,,4,"11/08/2021",
negocio1890,"28/06/2021",Araujo Fontes BH,Consultoria,Lead,,,MA,,,,,Ativo,,2,"29/06/2021",
negocio1891,"28/06/2021",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,,Concluído sem sucesso,"14/10/2021",2,"16/07/2021",
negocio1892,"28/06/2021",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,,Ativo,,2,"28/06/2021",
negocio1893,"29/06/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,"AS,FS,HM",,,,,Ativo,,1,"14/10/2021","1"
negocio1894,"23/06/2021",Araujo Fontes BH,Projetos Internos,Lead,,,MA,,,,,Ativo,,1,"23/06/2021",
negocio1895,"23/06/2021",Araujo Fontes BH,Consultoria,Lead,,,MA,,,,,Ativo,,1,"23/06/2021",
negocio1896,"23/06/2021",Araujo Fontes BH,Gestão de Recursos,Lead,,,MA,,,,,Ativo,,1,"23/06/2021",
negocio1897,"14/06/2021",Araujo Fontes BH,Dívida Captação,Lead,,,"MA,MA",,,,,Ativo,,1,"27/07/2021",
negocio1898,"15/06/2021",Araujo Fontes BH,Projetos Internos,Lead,,,MA,,,,,Ativo,,2,"16/06/2021",
negocio1899,"16/06/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,3,"16/06/2021",
negocio1900,"04/07/2021",Araujo Fontes Rib. Preto,M&A Sell Side,Proposta,,,AR,80000000.00,2800000.00,240000.00,"30/09/2021",Concluído sem sucesso,"29/09/2021",1,"29/09/2021","5"
negocio1901,"28/06/2021",Araujo Fontes BH,Dívida Captação,Proposta,,,Gd,10000000.00,330000.00,72000.00,"15/12/2021",Concluído sem sucesso,"08/09/2021",1,"08/09/2021","5"
negocio1902,"02/07/2021",Araujo Fontes BH,Assessoria Estratégica,Projeto,,,MA,,,,,Ativo,,1,"20/07/2021",
negocio1903,"30/06/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"30/06/2021",
negocio1904,"29/06/2021",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,,Ativo,,1,"29/06/2021",
negocio1905,"29/06/2021",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,,Ativo,,1,"29/06/2021",
negocio1906,"24/06/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,2,"24/06/2021",
negocio1907,"18/06/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,2,"18/06/2021",
negocio1908,"28/06/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"Cosméticos,Higiene pessoal",,MA,80000000.00,3200000.00,300000.00,"31/10/2022",Ativo,,4,"27/01/2022","2"
negocio1909,"14/06/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,3,"14/06/2021",
negocio1910,"11/06/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,7,"11/06/2021",
negocio1911,"11/06/2021",Araujo Fontes BH,Consultoria,Lead,,,MA,,,,,Ativo,,1,"11/06/2021",
negocio1912,"07/06/2021",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,,Ativo,,7,"07/06/2021",
negocio1913,"01/06/2021",Araujo Fontes BH,M&A Sell Side,Proposta,,,MA,,,,,Ativo,,2,"12/08/2021",
negocio1914,"28/05/2021",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,,Ativo,,1,"28/05/2021",
negocio1915,"28/05/2021",Araujo Fontes BH,Consultoria,Pré-Lead,,,MA,,,,,Ativo,,1,"28/05/2021",
negocio1916,"06/07/2021",Araujo Fontes BH,Assessoria Estratégica,Proposta,,,AC,,,,,Concluído sem sucesso,"14/01/2022",1,"07/01/2022","1"
negocio1917,"26/05/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,3,"02/08/2021",
negocio1918,"27/05/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,2,"27/05/2021",
negocio1919,"06/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,AC,,,,,Concluído sem sucesso,"17/11/2021",1,"05/10/2021","1"
negocio1920,"24/05/2021",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,,Ativo,,1,"24/05/2021",
negocio1921,"21/05/2021",Araujo Fontes BH,Gestão de Recursos,Lead,,,MA,,,,,Ativo,,1,"06/07/2021",
negocio1922,"18/05/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"18/05/2021",
negocio1923,"06/05/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,1,"06/07/2021",
negocio1924,"05/07/2021",Araujo Fontes BH,M&A Buy Side,Proposta,"Aquisição,ar condicionado",,EF,,,,"28/02/2022",Concluído sem sucesso,"23/08/2021",5,"13/07/2021","2"
negocio1925,"14/05/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,2,"13/08/2021",
negocio1926,"04/05/2021",Araujo Fontes BH,Consultoria,Proposta,,,MA,,,,,Ativo,,1,"05/05/2021",
negocio1927,"04/05/2021",Araujo Fontes BH,Gestão de Recursos,Lead,,,MA,,,,,Ativo,,1,"04/05/2021",
negocio1928,"03/05/2021",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,,Ativo,,1,"03/05/2021",
negocio1929,"03/05/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,1,"03/05/2021",
negocio1930,"27/04/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"27/04/2021",
negocio1931,"15/04/2021",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,,Ativo,,1,"15/04/2021",
negocio1932,"15/04/2020",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,1,"26/10/2021",
negocio1933,"30/06/2021",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,MA,,,,,Ativo,,2,"30/06/2021",
negocio1934,"12/03/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,3,"12/03/2021",
negocio1935,"08/03/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,2,"08/03/2021",
negocio1936,"23/02/2021",Araujo Fontes BH,Imobiliário,Pré-Lead,,,MA,,,,,Ativo,,2,"23/02/2021",
negocio1937,"22/02/2021",Araujo Fontes BH,Gestão de Recursos,Lead,,,MA,,,,,Ativo,,2,"22/04/2021",
negocio1938,"17/02/2021",Araujo Fontes BH,Gestão de Recursos,Lead,,,MA,,,,,Ativo,,4,"17/02/2021",
negocio1939,"17/02/2021",Araujo Fontes BH,Gestão de Recursos,Lead,,,MA,,,,,Ativo,,2,"17/02/2021",
negocio1940,"09/02/2021",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,MA,,,,,Ativo,,1,"09/02/2021",
negocio1941,"04/02/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"04/02/2021",
negocio1942,"13/01/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"13/01/2021",
negocio1943,"06/07/2021",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,,Ativo,,3,"08/07/2021",
negocio1944,"06/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,2,"08/07/2021",
negocio1945,"06/07/2021",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,,Ativo,,1,"08/07/2021",
negocio1946,"28/06/2021",Araujo Fontes BH,Consultoria,Projeto,"Logística,mineração,terminal",,MA,60000000.00,300000.00,50000.00,"31/10/2021",Concluído com sucesso,"24/08/2021",4,"24/08/2021","1"
negocio1947,"06/07/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,1,"06/07/2021",
negocio1948,"07/07/2021",Araujo Fontes BH,Imobiliário,Projeto,"BTS,imobiliário,real estate",,DU,,,,"31/08/2021",Ativo,,1,"09/07/2021","5"
negocio1949,"12/07/2021",Araujo Fontes São Paulo,Assessoria Estratégica,Proposta,,,RC,,,,,Concluído sem sucesso,"28/01/2022",1,"28/01/2022","3"
negocio1950,"09/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,2,"10/11/2021",
negocio1951,"09/07/2021",Araujo Fontes BH,Imobiliário,Proposta,,,MA,,,,,Ativo,,3,"13/08/2021",
negocio1952,"09/07/2021",Araujo Fontes BH,Gestão de Recursos,Lead,,,MA,,,,,Ativo,,1,"09/07/2021",
negocio1953,"12/07/2021",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,,Ativo,,1,"12/07/2021",
negocio1954,"12/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"12/07/2021",
negocio1955,"12/07/2021",Araujo Fontes BH,Gestão de Recursos,Lead,,,MA,,,,,Ativo,,2,"12/07/2021",
negocio1956,"12/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,2,"13/12/2021",
negocio1957,"10/07/2021",Araujo Fontes BH,Dívida Captação,Projeto,"alimentos,Batatas Congeladas,CRI",Interno,EF,223601471.25,1788811.77,,"30/09/2021",Concluído com sucesso,"08/10/2021",11,"08/10/2021","1"
negocio1958,"14/07/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,AC,,,,,Concluído sem sucesso,"07/01/2022",1,"09/07/2021",
negocio1959,"15/07/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,"20/09/2021",Concluído sem sucesso,"14/01/2022",1,"26/11/2021","5"
negocio1960,"15/07/2021",Araujo Fontes Rib. Preto,M&A Sell Side,Lead,,,AR,,,,,Ativo,,1,"15/07/2021",
negocio1961,"15/07/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"08/11/2021",1,"24/09/2021",
negocio1962,"21/07/2021",Araujo Fontes Goiânia,Dívida Captação,Proposta,"Construção,engenharia,mercado de capitais",,SC,,,,"31/05/2022",Ativo,,1,"12/01/2022","1"
negocio1963,"15/07/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"28/10/2021",1,"13/09/2021",
negocio1964,"15/07/2021",Araujo Fontes Goiânia,Dívida Captação,Pré-Lead,,,SC,,,,,Concluído sem sucesso,"25/10/2021",1,"06/09/2021",
negocio1965,"15/07/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"25/10/2021",1,"06/09/2021",
negocio1966,"14/07/2021",Araujo Fontes São Paulo,M&A Sell Side,Projeto,"Marketing,propaganda,público",Interno,"EF,RC",100000000.00,4000000.00,216000.00,"12/09/2022",Ativo,,1,"02/02/2022","2"
negocio1967,"15/07/2021",Araujo Fontes Goiânia,Dívida Captação,Pré-Lead,,,SC,,,,,Concluído sem sucesso,"14/09/2021",1,"30/08/2021",
negocio1968,"15/07/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"25/10/2021",1,"06/09/2021",
negocio1969,"15/07/2021",Araujo Fontes Goiânia,Dívida Captação,Pré-Lead,,,SC,,,,,Concluído sem sucesso,"14/09/2021",1,"30/08/2021",
negocio1970,"15/07/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Ativo,,1,"23/01/2022",
negocio1971,"16/07/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MF,,,,,Ativo,,1,"16/07/2021",
negocio1972,"16/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MF,,,,,Ativo,,1,"16/07/2021","2"
negocio1973,"16/07/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"14/09/2021",1,"30/08/2021",
negocio1974,"20/07/2021",Araujo Fontes Goiânia,Dívida Captação,Proposta,,,SC,,,,,Concluído sem sucesso,"11/12/2021",4,"11/11/2021",
negocio1975,"13/07/2021",Araujo Fontes BH,Assessoria Estratégica,Proposta,,,MA,,,,,Ativo,,1,"14/07/2021",
negocio1976,"20/07/2021",Araujo Fontes BH,M&A Sell Side,Proposta,Monte Celeste,,Gd,,,,"30/04/2022",Concluído sem sucesso,"08/09/2021",1,"20/07/2021","3"
negocio1977,"16/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"16/07/2021",
negocio1978,"18/07/2021",Araujo Fontes BH,Assessoria Estratégica,Proposta,,,MA,,,,,Ativo,,1,"19/07/2021",
negocio1979,"20/07/2021",Araujo Fontes BH,M&A Buy Side,Lead,Gran Cursos,,Gd,,,,"29/12/2021",Concluído sem sucesso,"08/09/2021",1,"08/09/2021","3"
negocio1980,"18/07/2021",Araujo Fontes BH,Assessoria Estratégica,Proposta,,,MA,,,,,Ativo,,1,"19/07/2021",
negocio1981,"19/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"19/07/2021",
negocio1982,"21/07/2021",Araujo Fontes BH,M&A Sell Side,Lead,Zoomix,,Gd,,,,"28/02/2022",Ativo,,1,"21/07/2021","3"
negocio1983,"22/07/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"Agronegócio,Manganês,Químicos",,FS,150000000.00,2250000.00,360000.00,"31/08/2022",Ativo,,1,"07/02/2022","1"
negocio1984,"22/07/2021",Araujo Fontes BH,M&A Sell Side,Proposta,,,MF,,,,,Ativo,,1,"26/07/2021","1"
negocio1985,"22/07/2021",Araujo Fontes BH,Assessoria Estratégica,Projeto,tecnologia,,"EF,FS",,,,"17/09/2021",Ativo,"13/09/2021",1,"04/02/2022","2"
negocio1986,"26/07/2021",Araujo Fontes BH,M&A Sell Side,Proposta,"ESG,Software,Sustentabilidade",,FS,,,,"20/08/2021",Concluído sem sucesso,"16/08/2021",1,"13/08/2021","2"
negocio1987,"26/07/2021",Araujo Fontes Goiânia,Imobiliário,Lead,,,SC,,,,,Concluído sem sucesso,"08/10/2021",1,"08/10/2021",
negocio1988,"05/07/2021",Araujo Fontes BH,Dívida Reperfilamento,Proposta,,,RV,100000000.00,2000000.00,420000.00,"30/12/2021",Concluído sem sucesso,"28/01/2022",2,"27/01/2022","5"
negocio1990,"22/07/2021",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,,Ativo,,1,"22/07/2021",
negocio1991,"22/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"30/07/2021",
negocio1992,"22/07/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,1,"22/07/2021",
negocio1993,"22/07/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,1,"22/07/2021",
negocio1994,"21/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"21/07/2021",
negocio1995,"20/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,3,"20/07/2021",
negocio1996,"21/07/2021",Araujo Fontes BH,Gestão de Recursos,Proposta,,,MA,,,,,Ativo,,6,"22/07/2021",
negocio1997,"21/07/2021",Araujo Fontes BH,Imobiliário,Proposta,,,MA,,,,,Ativo,,6,"21/07/2021",
negocio1998,"21/07/2021",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,,Ativo,,6,"21/07/2021",
negocio1999,"29/07/2021",Araujo Fontes Goiânia,Imobiliário,Lead,,,SC,,,,"30/06/2022",Ativo,,1,"19/01/2022",
negocio2000,"26/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,2,"26/07/2021",
negocio2001,"28/07/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,2,"28/07/2021",
negocio2002,"26/07/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,3,"20/10/2021",
negocio2003,"30/07/2021",Araujo Fontes São Paulo,Dívida Captação,Pré-Lead,,,RV,,,,,Concluído sem sucesso,"23/11/2021",1,"23/11/2021",
negocio2004,"03/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"03/08/2021",
negocio2005,"04/08/2021",Araujo Fontes BH,Gestão de Recursos,Lead,,,MA,,,,,Ativo,,3,"09/12/2021",
negocio2006,"03/08/2021",Araujo Fontes Rib. Preto,M&A Sell Side,Projeto,,Interno,AR,150000000.00,2625000.00,240000.00,"30/06/2022",Ativo,,1,"25/01/2022","5"
negocio2007,"05/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"05/08/2021",
negocio2008,"05/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"05/08/2021",
negocio2009,"02/08/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,2,"02/08/2021",
negocio2010,"02/08/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,2,"06/08/2021",
negocio2011,"02/08/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,3,"06/08/2021",
negocio2012,"02/08/2021",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,MA,,,,,Ativo,,3,"02/08/2021",
negocio2013,"10/08/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"05/01/2022",1,"09/11/2021",
negocio2014,"12/08/2021",Araujo Fontes BH,M&A Sell Side,Lead,"ferroliga,Manganês,mineração",,MF,,,,,Ativo,,1,"12/08/2021",
negocio2015,"12/08/2021",Araujo Fontes BH,M&A Sell Side,Proposta,,,MF,,,,,Ativo,,1,"12/08/2021","1"
negocio2016,"10/08/2021",Araujo Fontes BH,M&A Sell Side,Proposta,Incorporadora,Interno,"EF,MA",50000000.00,1500000.00,120000.00,"28/02/2022",Ativo,,2,"01/10/2021","2"
negocio2017,"13/08/2021",Araujo Fontes Goiânia,Imobiliário,Pré-Lead,,,SC,,,,,Concluído sem sucesso,"06/01/2022",1,"22/11/2021",
negocio2018,"16/08/2021",Araujo Fontes BH,Imobiliário,Projeto,,,"AB,EF",,,,"31/10/2021",Concluído sem sucesso,"15/09/2021",2,"13/01/2022",
negocio2019,"27/01/2022",Araujo Fontes BH,Assessoria Estratégica,Projeto,,,PC,70000000.00,2100000.00,120000.00,"30/06/2022",Ativo,,1,"01/02/2022","5"
negocio2020,"19/08/2021",Araujo Fontes BH,M&A Sell Side,Proposta,,Externo,,200000000.00,7000000.00,240000.00,,Ativo,,1,"20/08/2021","1"
negocio2021,"21/08/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"08/11/2021",2,"24/09/2021",
negocio2022,"25/08/2021",Araujo Fontes Goiânia,Dívida Captação,Proposta,,,SC,,,,,Concluído sem sucesso,"11/12/2021",3,"27/10/2021","1"
negocio2023,"25/08/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"15/01/2022",1,"26/11/2021",
negocio2024,"26/08/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"15/01/2022",1,"26/11/2021",
negocio2025,"24/08/2021",Araujo Fontes Goiânia,Projetos Internos,Lead,,,SC,,,,,Concluído sem sucesso,"19/01/2022",1,"24/08/2021",
negocio2026,"26/08/2021",Araujo Fontes BH,Assessoria Estratégica,Proposta,"imobiliário,TI",,FS,,,,"30/09/2021",Concluído sem sucesso,"07/12/2021",1,"09/11/2021","3"
negocio2027,"02/09/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Ativo,,4,"14/10/2021",
negocio2028,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"21/07/2021",
negocio2029,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"31/08/2021",
negocio2030,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"31/08/2021",
negocio2031,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"31/08/2021",
negocio2032,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"23/08/2021",
negocio2033,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"24/08/2021",
negocio2034,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"24/08/2021",
negocio2035,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"24/08/2021",
negocio2036,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"24/08/2021",
negocio2037,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"25/08/2021",
negocio2038,"31/08/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"31/08/2021",
negocio2039,"28/07/2021",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,MA,,,,,Ativo,,1,"28/07/2021",
negocio2040,"01/12/2021",Araujo Fontes BH,M&A Sell Side,Projeto,,,MA,,,,"02/03/2022",Ativo,,1,"14/01/2022",
negocio2041,"04/08/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,2,"04/08/2021",
negocio2042,"04/08/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"04/08/2021",
negocio2043,"31/08/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,1,"31/08/2021",
negocio2044,"10/08/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,1,"10/08/2021",
negocio2045,"11/08/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,2,"11/08/2021",
negocio2046,"11/08/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,1,"19/08/2021",
negocio2048,"16/08/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,2,"16/08/2021",
negocio2049,"16/08/2021",Araujo Fontes BH,M&A Buy Side,Proposta,,,MA,,,,,Ativo,,3,"28/01/2022",
negocio2051,"18/08/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,3,"18/08/2021",
negocio2052,"19/08/2021",Araujo Fontes BH,Assessoria Estratégica,Proposta,,,MA,,,,,Ativo,,1,"02/02/2022",
negocio2053,"19/08/2021",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,MA,,,,,Ativo,,1,"19/08/2021",
negocio2054,"31/08/2021",Araujo Fontes BH,M&A Sell Side,Projeto,,,"EF,HM",100000000.00,2750000.00,240000.00,"30/06/2022",Ativo,,1,"09/11/2021","1"
negocio2055,"20/08/2021",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,,Ativo,,1,"20/08/2021",
negocio2056,"23/08/2021",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,,Ativo,,1,"25/08/2021",
negocio2057,"17/08/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,1,"24/08/2021",
negocio2058,"25/08/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,1,"25/08/2021",
negocio2059,"25/09/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"01/09/2021",
negocio2060,"26/08/2021",Araujo Fontes BH,M&A Buy Side,Lead,,,MA,,,,,Ativo,,4,"26/08/2021",
negocio2061,"26/08/2021",Araujo Fontes BH,Consultoria,Pré-Lead,,,MA,,,,,Ativo,,2,"26/08/2021",
negocio2062,"31/08/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"31/08/2021",
negocio2063,"01/09/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"19/11/2021",1,"25/10/2021",
negocio2064,"13/08/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"30/08/2021",
negocio2065,"30/08/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,MA,,,,,Ativo,,1,"30/08/2021",
negocio2066,"01/09/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"automação,tecnologia",Externo,DU,25000000.00,1000000.00,120000.00,"28/06/2022",Ativo,,1,"02/02/2022","2"
negocio2067,"02/09/2021",Araujo Fontes Goiânia,Dívida Captação,Lead,,,SC,,,,,Concluído sem sucesso,"25/10/2021",1,"25/10/2021",
